unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
213612,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2014,2013-12-01,20.62
817323,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,408,Hillcrest and Fresh Meadows (CD8),2010,2010-01-01,3.222418
742508,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Summer 2021,2021-06-01,7.994349995
151534,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,201,Greenpoint,2009-2011,2009-01-01,10.3
412535,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2015-16,2015-12-01,21.05
876948,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Summer 2023,2023-06-01,15.07775098
667755,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2020,2020-06-01,11.4
169421,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Summer 2011,2011-06-01,12.93
315603,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,207,East Flatbush - Flatbush,2011,2011-01-01,1.4
334238,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2015,2015-06-01,9.94
741031,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2020-21,2020-12-01,24.77301172
825891,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2022,2022-06-01,11.0399725
628962,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,3,Manhattan,2015-2017,2015-01-01,18.0
411117,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2016,2016-06-01,7.83
166743,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2011,2011-06-01,29.44
827857,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,408,Jamaica,2017-2019,2017-01-01,93.0
547443,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Summer 2017,2017-06-01,10.66
742338,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2021,2021-01-01,6.782480846
178446,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Annual Average 2010,2009-12-01,11.0
825775,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Summer 2022,2022-06-01,14.06871488
178432,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Annual Average 2009,2008-12-01,10.0
741129,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Annual Average 2021,2021-01-01,21.20923182
175395,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2011-12,2011-12-01,27.76
550068,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2016-17,2016-12-01,26.73
336776,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2015,2015-06-01,17.25
177950,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Summer 2013,2013-06-01,10.17
547594,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Annual Average 2017,2017-01-01,8.2
741097,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Winter 2020-21,2020-12-01,19.04557254
166700,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2010,2010-06-01,21.71
336869,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2015,2015-06-01,13.5
650997,386,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2019,2019-06-01,29.16
817096,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,401,Long Island City and Astoria (CD1),2019,2019-01-01,38.405
179732,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,201,Greenpoint,2015,2015-01-01,18.8
168499,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2009-10,2009-12-01,9.75
172107,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Summer 2010,2010-06-01,21.41
816994,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,407,Southwest Queens,2019,2019-01-01,54.203621
876876,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2023,2023-06-01,13.96941767
825723,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2022,2022-01-01,22.93485765
170430,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307,Sunset Park (CD7),Annual Average 2013,2012-12-01,9.18
412758,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2016,2016-06-01,14.26
131167,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,2,Brooklyn,2005-2007,2005-01-01,21.1
827409,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301,Washington Heights,2017-2019,2017-01-01,23.0
667731,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Summer 2020,2020-06-01,10.94
334327,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Annual Average 2015,2015-01-01,8.48
172712,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2012,2011-12-01,16.97
315643,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,106,High Bridge - Morrisania,2011,2011-01-01,2.3
154558,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,502,South Beach and Willowbrook (CD2),2005,2005-01-01,24.232556
130957,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2005-2007,2005-01-01,25.1
827838,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,210,Coney Island - Sheepshead Bay,2017-2019,2017-01-01,41.0
547690,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307,Sunset Park (CD7),Annual Average 2017,2017-01-01,8.17
518740,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,2,Brooklyn,2012-2014,2012-01-02,40.96010859
412693,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2016,2015-12-31,19.36
172170,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer 2011,2011-06-01,20.69
211680,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Summer 2014,2014-06-01,7.44
628434,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,3,Manhattan,2015-2017,2015-01-01,93.5
605806,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Winter 2017-18,2017-12-01,9.38
518755,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,205,Sunset Park,2012-2014,2012-01-02,30.85834309
169533,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2013,2013-06-01,10.56
823561,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Summer 2022,2022-06-01,6.264015971
817284,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,306,Park Slope and Carroll Gardens (CD6),2019,2019-01-01,4.625393
823322,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Summer 2022,2022-06-01,7.076432621
828152,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,1,Bronx,2017-2019,2017-01-01,5.0
629012,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,5,Staten Island,2015-2017,2015-01-01,3.7
168409,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Winter 2008-09,2008-12-01,15.31
740989,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Winter 2020-21,2020-12-01,21.47540613
667652,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Winter 2019-20,2019-12-01,22.5
825980,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Winter 2021-22,2021-12-01,14.74521239
823228,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Annual Average 2022,2022-01-01,5.754248643
131285,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301,Washington Heights,2005-2007,2005-01-01,46.8
216360,386,Ozone (O3),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2013,2013-06-01,31.87
151737,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,301,Washington Heights,2005,2005-01-01,3.466213
171696,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2012-13,2012-12-01,22.24
816958,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,210,Coney Island - Sheepshead Bay,2019,2019-01-01,42.206372
178504,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Annual Average 2011,2010-12-01,11.49
878187,386,Ozone (O3),Mean,ppb,UHF34,304,Upper West Side,Summer 2023,2023-06-01,29.75903836
825708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Annual Average 2022,2022-01-01,16.93576692
151713,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Citywide,1,New York City,2005,2005-01-01,46.262489
151404,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,304,Upper West Side,2009-2011,2009-01-01,4.1
130470,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,308,Greenwich Village - SoHo,2013,2013-01-01,4.1
669982,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Annual Average 2020,2020-01-01,5.32
742281,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Annual Average 2021,2021-01-01,6.249466758
175438,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2012-13,2012-12-01,30.65
410800,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Annual Average 2016,2015-12-31,8.49
213600,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2014,2013-12-01,18.34
876971,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2023,2023-01-01,9.382766304
167649,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2011,2010-12-01,21.83
827888,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301,Washington Heights,2017-2019,2017-01-01,34.0
216365,386,Ozone (O3),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2012,2012-06-01,33.72
649986,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307,Sunset Park (CD7),Winter 2018-19,2018-12-01,8.02
167707,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2012,2011-12-01,19.02
221976,386,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2010,2010-06-01,33.76
602737,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2017-18,2017-12-01,25.76
131064,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2005-2007,2005-01-01,135.2
605358,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2018,2018-06-01,32.41
169361,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Summer 2010,2010-06-01,11.75
336687,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2014-15,2014-12-01,24.5
167603,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2010,2009-12-01,23.77
151608,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,406,Fresh Meadows,2009-2011,2009-01-01,3.7
874474,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2023,2023-01-01,7.7551795
151706,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,408,Jamaica,2005,2005-01-01,39.099151
176706,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Annual Average 2013,2012-12-01,21.89
628999,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,407,Southwest Queens,2015-2017,2015-01-01,11.3
874592,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Annual Average 2023,2023-01-01,7.398307426
547700,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2016-17,2016-12-01,7.53
336834,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Winter 2014-15,2014-12-01,25.35
740912,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2021,2021-06-01,15.1106655
643670,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2019,2019-06-01,12.67
628494,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2015-2017,2015-01-01,68.1
168671,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Winter 2012-13,2012-12-01,9.81
173167,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Winter 2010-11,2010-12-01,12.62
823239,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Winter 2021-22,2021-12-01,7.128130858
742493,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2021,2021-06-01,8.455141047
175970,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Summer 2011,2011-06-01,21.34
669891,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Summer 2020,2020-06-01,7.31
131231,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,206,Borough Park,2005-2007,2005-01-01,13.0
131048,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,304,Upper West Side,2005-2007,2005-01-01,80.5
227593,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),2011,2011-01-01,1.81032812
170193,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2009,2008-12-01,11.43
874383,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2023,2023-06-01,8.502404761
826041,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2022,2022-01-01,16.58139096
877027,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Winter 2022-23,2022-12-01,18.29529819
740910,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2021,2021-01-01,18.04002412
131468,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,2009-01-01,23.9
643371,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2018-19,2018-12-01,25.25
669975,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Summer 2020,2020-06-01,6.27
172201,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2012,2012-06-01,15.41
410956,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2016,2015-12-31,6.97
878241,386,Ozone (O3),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2023,2023-06-01,33.38337979
878139,386,Ozone (O3),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2023,2023-06-01,36.77790716
336618,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2014-15,2014-12-01,21.19
602860,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2017-18,2017-12-01,24.33
227589,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,210,Throgs Neck and Co-op City (CD10),2011,2011-01-01,1.31675336
222505,386,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2011,2011-06-01,31.54
549947,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2017,2017-01-01,20.56
605880,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2018,2018-06-01,8.01
410960,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Winter 2015-16,2015-12-01,8.76
179178,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Annual Average 2009,2008-12-01,10.43
412523,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Winter 2015-16,2015-12-01,23.39
151580,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2009-2011,2009-01-01,16.4
742552,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2020-21,2020-12-01,6.583811004
172100,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Summer 2009,2009-06-01,16.06
740988,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2021,2021-01-01,13.91228672
650985,386,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2019,2019-06-01,31.31
602704,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2017-18,2017-12-01,21.31
166738,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2010,2010-06-01,9.96
828074,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2017-2019,2017-01-01,2.0
740971,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2020-21,2020-12-01,24.08478387
605719,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Winter 2017-18,2017-12-01,8.29
165958,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Winter 2011-12,2011-12-01,25.25
547605,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Summer 2017,2017-06-01,10.11
643395,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2018-19,2018-12-01,27.47
338259,386,Ozone (O3),Mean,ppb,CD,111,East Harlem (CD11),Summer 2015,2015-06-01,29.61
410928,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Summer 2016,2016-06-01,8.05
549445,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2017,2017-06-01,32.38
547412,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Winter 2016-17,2016-12-01,7.61
643369,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2019,2019-01-01,19.67
602893,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2017-18,2017-12-01,24.42
602976,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2018,2018-06-01,14.92
336559,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2015,2015-01-01,29.17
154572,643,Annual vehicle miles traveled,Million miles,per square mile,CD,201,Mott Haven and Melrose (CD1),2005,2005-01-01,68.56563
131276,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,2005-01-01,98.5
151679,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,202,Downtown - Heights - Slope,2005,2005-01-01,83.92354
547687,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2017,2017-01-01,8.38
171568,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Winter 2008-09,2008-12-01,29.68
816822,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,502,Stapleton - St. George,2010,2010-01-01,31.049237
817175,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,301,Washington Heights,2010,2010-01-01,5.336711
670969,386,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2020,2020-06-01,29.48
817310,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,401,Long Island City and Astoria (CD1),2019,2019-01-01,3.523813
605688,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Summer 2018,2018-06-01,8.91
336844,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2015,2015-01-01,16.61
518550,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,4,Queens,2012-2014,2012-01-02,30.3
